C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,time
-4.751740609895862,-5.323802123992677,-4.960192618940285,-4.881676639143613,-4.419155090346451,-4.1996816870673355,-5.192637215309528,-3.3644873504663515,-4.657535921567632,-3.3905930514389726,-4.659213104493713,-5.072584633991924,-4.511523614295101,-4.43515246652614,-5.2398986070416305,-4.994537639775098,-4.088143348419427,-4.142195024307062,-4.538030456786248,-3.7772321123415566,-4.44965718132834,-4.281734706461703,20
-4.665056631752713,-5.228898719112986,-4.601772711299779,-5.049333744845714,-4.328216485595364,-4.441653139904348,-5.434146950964777,-3.3367621333766326,-4.452850410171962,-3.3625662658434625,-4.393377211994021,-4.827729116146559,-4.382116456957281,-4.318913377190133,-5.366991574654138,-4.674865037447402,-3.9543350828078596,-4.121590581692003,-4.4582248140987515,-3.7357578671804803,-4.225022948904993,-4.242809005364864,21
-4.5871717123750475,-5.144701036682466,-4.2807376406472395,-5.196772788489754,-4.245353331902211,-4.656923918207596,-5.646480797317291,-3.3119759996082614,-4.270352255903444,-3.3374389568283567,-4.156951096402828,-4.60849893692266,-4.266936651245672,-4.215197569369906,-5.483613191994066,-4.390481568959601,-3.8343598927003772,-4.1036523579082145,-4.38678018717687,-3.698973804405793,-3.8987294288156025,-4.208622714728236,22
-4.518085851762867,-5.07120907670112,-3.9970874069826667,-5.323993770075735,-4.170565629266993,-4.845494021977079,-5.8296387543670685,-3.290128949161239,-4.110041458762079,-3.315211124393656,-3.949934757720138,-4.414894096320231,-4.165984197160276,-4.124005043065464,-5.589763459061417,-4.141387234311695,-3.728217778096984,-4.088380352955696,-4.323696576020605,-3.666879924017497,-3.500290607801929,-4.179175834551816,23
-4.457799049916169,-5.008422839168944,-3.750822010306057,-5.430996689603656,-4.103853377689709,-5.0073634512127985,-5.98362082211411,-3.2712209820355658,-3.971918018747864,-3.295882768539358,-3.7723281959459465,-4.24691459433927,-4.079259094701092,-4.045335798276803,-5.685442375856189,-3.9275820335036853,-3.635908738997676,-4.075774566834448,-4.268973980629956,-3.6394762260155895,-3.05922047260572,-4.154468364835607,24
-4.406311306834954,-4.95634232408594,-3.541941450617412,-5.517781547073517,-4.0452165771703585,-5.142532205914752,-6.108427000558419,-3.25525209823124,-3.8559819358608016,-3.2794538892654654,-3.6241314110802563,-4.104560430979776,-4.00676134386812,-3.979189835003925,-5.770649942378382,-3.7490659665355706,-3.5574327754024555,-4.065834999544469,-4.222612401004922,-3.616762710400072,-2.6050330099687313,-4.134500305579608,25
-4.363622622519225,-4.914967531452106,-3.3704457279167315,-5.5843483424853195,-3.9946552277089427,-5.2510002860829434,-6.204057289699991,-3.2422222977482633,-3.7622332101008915,-3.265924486571976,-3.505344403123066,-3.98783160624175,-3.9484909446613607,-3.9255671532468295,-5.845386158627997,-3.605839033407352,-3.4927898873113223,-4.058561651085761,-4.184611837145505,-3.598739377170944,-2.1672422066327175,-4.119271656783818,26
-4.329732996968978,-4.884298461267446,-3.2363348422040144,-5.630697075839063,-3.9521693293054603,-5.332767691717369,-6.2705116895388295,-3.2321315805866355,-3.690671841468133,-3.2552945604588914,-3.4159671720743763,-3.896728120125193,-3.904447897080814,-3.8844677530055183,-5.9096510246050356,-3.4979012341190296,-3.441980074724276,-4.053954521458324,-4.154972289051704,-3.585406226328207,-1.7753620493394315,-4.108782418448238,27
-4.304642430184217,-4.864335113531955,-3.13960879347926,-5.656827747134744,-3.9177588819599123,-5.387834422818029,-6.3077902000749315,-3.2249799467463562,-3.6412978299625256,-3.2475641109262106,-3.3559997179341874,-3.831249972630103,-3.874632201126479,-3.8558916342799883,-5.963444540309494,-3.425252568670603,-3.405003337641316,-4.052013610662156,-4.1336937567235195,-3.576763257871859,-1.4589065248306283,-4.103032590572868,28
-4.28835092216494,-4.855077488245637,-3.0802675817424685,-5.6627403563723675,-3.8914238856722996,-5.416200479384926,-6.315892821308299,-3.2207673962274255,-3.6141111755840707,-3.2427331379739344,-3.3254420407024985,-3.7913971637564825,-3.859043856798357,-3.8398387970702434,-6.006766705741376,-3.387893037062073,-3.3818596760624438,-4.05273891869726,-4.12077624016095,-3.5728104718019016,-1.2473896198480596,-4.102022173157708,29
