C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,time
-5.655418135194986,-5.99867186380489,-6.999999999999999,-6.981823779714733,-6.945212700007869,-1.3948181428280875,-7.000000000000003,-6.967350122820921,-6.815766983972209,-6.896832932479983,-6.90014297885682,-6.88220736252187,-1.571782207229074,10
-5.57131207165827,-5.96063617993548,-6.814621246844769,-6.8362007384835435,-6.750887256108984,-1.5577207856025965,-6.862517285468183,-6.818184411935668,-6.621895732937793,-6.794441320057112,-6.752858925388629,-6.681470249502498,-1.7416594714877023,11
-5.455666234295287,-5.908337114615042,-6.559725461256329,-6.63596905679066,-6.4836897707480174,-1.7817119194175457,-6.673478552986929,-6.613081559468447,-6.355322762765473,-6.653652852975666,-6.550343351869868,-6.405456719100873,-1.9752407098433156,12
-5.316365566562601,-5.845340513206333,-6.2526919013429785,-6.394780894751505,-6.161838254290489,-2.051519421512826,-6.445772807043601,-6.366025850814748,-6.034223503239722,-6.484066744900288,-6.30640413831318,-6.072985875662556,-2.2565999287716685,13
-5.161295011916781,-5.77521222107211,-5.910899825213025,-6.126288412481506,-5.80355071710192,-2.3518711691283256,-6.192289052125557,-6.0910015713700645,-5.6767733841450205,-6.295282209495622,-6.034849164731208,-5.702876823533112,-2.569811134748514,14
-4.998339513814395,-5.701518083575129,-5.5517284909747655,-5.84414377009608,-5.42704516954783,-2.6674950395039367,-5.925916292720155,-5.801993006529888,-5.30114783526584,-6.096898460426312,-5.749486311136592,-5.3139486670581055,-2.8989483342496065,15
-4.835384015712008,-5.6278239460781485,-5.192557156736508,-5.5619991277106555,-5.05053962199374,-2.983118909879548,-5.659543533314752,-5.512984441689713,-4.92552228638666,-5.8985147113570005,-5.464123457541976,-4.925020510583098,-3.2280855337506993,16
-4.680313461066189,-5.557695653943925,-4.850765080606553,-5.293506645440655,-4.69225208480517,-3.2834706574950485,-5.406059778396708,-5.237960162245029,-4.568072167291957,-5.709730175952335,-5.192568483960004,-4.554911458453658,-3.541296739727545,17
-4.541012793333503,-5.494699052535216,-4.543731520693204,-5.0523184834015025,-4.370400568347643,-3.5532781595903287,-5.17835403245338,-4.990904453591331,-4.2469729077662075,-5.540144067876956,-4.948629270403318,-4.222440615015345,-3.822655958655898,18
-4.425366955970519,-5.4423999872147775,-4.288835735104763,-4.852086801708621,-4.103203082986676,-3.777269293405278,-4.989315299972127,-4.785801601124108,-3.9803999375938868,-5.39935560079551,-4.746113696884557,-3.946427084613724,-4.0562371970115105,19
-4.341260892433803,-5.404364303345368,-4.103456981949533,-4.7064637604774315,-3.9088776390877906,-3.9401719361797864,-4.851832585440306,-4.636635890238855,-3.7865286865594707,-5.29696398837264,-4.5988296434163685,-3.7456899715943592,-4.226114461270139,20
-4.280422330218485,-5.373983254042276,-3.967523786028153,-4.600205668497896,-3.767002377075725,-4.058952074129454,-4.751954418135225,-4.526806274955363,-3.6449149134797865,-5.2252012220724575,-4.490621157350301,-3.599132137009109,-4.35030869379966,21
-4.2288964135464475,-5.342366632828301,-3.8487780685769413,-4.5084581369886765,-3.644339129086344,-4.1613206559799565,-4.666594113860045,-4.429942199798717,-3.522332312732377,-5.1691284569690605,-4.395630851792934,-3.472414095884671,-4.458027114717409,22
-4.18604421096439,-5.309658095677465,-3.746319182357716,-4.430457279708243,-3.5398814430518546,-4.248123002736295,-4.594937856890907,-4.3453736859223495,-3.4177832174427936,-5.127588652142071,-4.313114455389452,-3.3644914335288676,-4.550123147123335,23
-4.1512267910190115,-5.276001298563789,-3.6592464801322975,-4.365439210415071,-3.452622866904464,-4.320204435403476,-4.536171831503951,-4.272430754479693,-3.330269960736588,-5.099424766671112,-4.242327696785042,-3.27431973524952,-4.627450214117382,24
-4.123805222257012,-5.241539897461298,-3.5866593146625063,-4.312640042867638,-3.3815569485763826,-4.3784102749865,-4.489482221975318,-4.210443426624181,-3.258794875739313,-5.0834797596358055,-4.182526304624885,-3.2008545863544526,-4.690861738799497,25
-4.1031405732250885,-5.206417548344009,-3.5276570387101582,-4.271295890824413,-3.325677235999817,-4.42358584249037,-4.454055212581144,-4.158741723509245,-3.2023602955765194,-5.078596590115772,-4.132966007554166,-3.1430515721514856,-4.741211144269622,26
-4.088593912469943,-5.17077790718595,-3.481339005037077,-4.240642868043875,-3.2839772771069757,-4.456576458920092,-4.4290769875975755,-4.116655666288321,-3.1599685533737594,-5.083618217190636,-4.092902534218071,-3.099866277948443,-4.779351853627706,27
-4.079526308538273,-5.13476462996114,-3.4468045664050795,-4.219917088284497,-3.255450619830068,-4.478227445280666,-4.4137337313007485,-4.083515276114839,-3.1306219822565855,-5.097387599940017,-4.061591613261784,-3.0702542890531466,-4.806137289973694,28
-4.075298829976777,-5.098521372643599,-3.423153075575986,-4.208354665304752,-3.2390908121013005,-4.489384122577096,-4.407211627966804,-4.05865057414223,-3.113322915350548,-5.118747697443539,-4.038288973330489,-3.053171190773418,-4.82242087640753,29
-4.075272545332155,-5.062191791207353,-3.409483885311616,-4.205191712863114,-3.2338914018528824,-4.490891811814387,-4.408696861871883,-4.04139158152393,-3.1070736857812,-5.146541468780823,-4.022250343069368,-3.04757256841708,-4.829056036029161,30
-4.078808523151108,-5.025919541626423,-3.4048963483737875,-4.20966434471806,-3.2388459370170213,-4.48359583399754,-4.417375617292125,-4.031068319413372,-3.110876626674093,-5.179611873031492,-4.01273145112361,-3.0524140072919552,-4.8268961919385305,31
-4.085267831980332,-4.989848279874829,-3.4084898175243223,-4.221008674628062,-3.2529479655259257,-4.468341510131557,-4.43243407850367,-4.0270108089639844,-3.123734071154778,-5.216801869275167,-4.008988026138397,-3.066651092705865,-4.816794767235584,32
-4.0940115403665285,-4.954121661926597,-3.4193636455250394,-4.238460816351596,-3.275191035311805,-4.445974161221446,-4.453058429782661,-4.0285490713292065,-3.144648352348809,-5.256954416591473,-4.010275796758914,-3.0892394099666336,-4.799605185020272,33
-4.104400716856396,-4.918883343755746,-3.4366171851377567,-4.261256883647136,-3.304568694306865,-4.4173391082722056,-4.478434855405234,-4.035013127662466,-3.1726218033817353,-5.298912474060027,-4.015850491630344,-3.1191345443820815,-4.776180868392534,34
-4.115796429996631,-4.884276981336298,-3.4593497891242952,-4.288632990273155,-3.340074490443316,-4.383281672288841,-4.5077495396475324,-4.045732999117195,-3.20665675737911,-5.341519000760456,-4.024967839397873,-3.1552920812600314,-4.747375240452318,35
-4.127559748333937,-4.8504462306422775,-3.486660810246474,-4.319825249988127,-3.380701971653365,-4.344647174276354,-4.540188666785695,-4.06003870684683,-3.2457555474664845,-5.3836169557723785,-4.036883568706684,-3.196667605908306,-4.7140417242995705,36
-4.1390517404150104,-4.817534747647704,-3.517649601266113,-4.354069776550529,-3.4254446858692216,-4.302280935239749,-4.574938421095862,-4.077260272004803,-3.2889205067694123,-5.42404929817542,-4.050853408201963,-3.242216703634728,-4.677033743034236,37
-4.149633474786552,-4.7856861883266015,-3.55141551494503,-4.390602683718832,-3.473296181023092,-4.2570282761840295,-4.611184986854174,-4.096727715744544,-3.3351539684134424,-5.4616589870492005,-4.066133086528893,-3.290894959747119,-4.637204719756259,38
-4.15866601999526,-4.755044208652991,-3.587057904045046,-4.428660085251513,-3.5232500050471858,-4.209734518114198,-4.648114548336771,-4.117771059219489,-3.383458265524129,-5.495288981473341,-4.0819783323326595,-3.3416579595533014,-4.595408077565585,39
-4.1655104445878335,-4.725752464600894,-3.6236761213279802,-4.4674780949070465,-3.5742997058737105,-4.1612449820352575,-4.684913289819794,-4.139720323583068,-3.4328357312270223,-5.523782240527467,-4.097644874258447,-3.393461288361097,-4.552497239562162,40
-4.169527817110971,-4.6979546121443345,-3.660369519555652,-4.506292826443905,-3.6254388314348747,-4.1124049889522105,-4.720767395579382,-4.161905529988716,-3.4822886986476744,-5.545981723291199,-4.112388440951438,-3.445260531478329,-4.509325628845933,41
-4.170079206111374,-4.6717943072573345,-3.696237451489882,-4.544340393620564,-3.675660929662888,-4.064059859870063,-4.754863049891678,-4.183656699589864,-3.5308195009116394,-5.560730388844158,-4.12546476105682,-3.496011274212821,-4.466746668516844,42
-4.166525680135739,-4.647415205913913,-3.7303792698924867,-4.580856910195497,-3.7239595484899564,-4.017054915793813,-4.786386437032817,-4.204303853539947,-3.5774304711444658,-5.566871196265965,-4.136129563219774,-3.5446691018723926,-4.4256137816748415,43
-4.158228307730767,-4.624960964088096,-3.761894327525288,-4.615078489927179,-3.7693282358482882,-3.9722354777284683,-4.814523741278944,-4.2231770129923945,-3.6211239424717077,-5.563247104636247,-4.143638576085486,-3.590189599764867,-4.3867803914198715,44
