ID,rank,mean,variable,value,average,cluster
107331,678,5.888714115577871e-4,13,1.854826583873865e-4,1.4074277916532566e-6,17
32931,224,1.0580130779200708e-4,15,1.2312761376837605e-6,1.4074277916532566e-6,17
27537,197,4.08920759184119e-4,4,1.1081264912815864e-4,1.4074277916532566e-6,17
8095,57,2.869747143571816e-4,2,6.784541085261679e-5,1.4074277916532566e-6,17
97991,627,4.346985619957836e-4,13,7.663133304267611e-5,1.4074277916532566e-6,17
27537,197,4.08920759184119e-4,16,2.874103562512517e-5,1.4074277916532566e-6,17
27537,197,4.08920759184119e-4,14,7.973166768274824e-5,1.4074277916532566e-6,17
97991,627,4.346985619957836e-4,16,1.4584546801260325e-4,1.4074277916532566e-6,17
32931,224,1.0580130779200708e-4,14,4.0950618435697224e-5,1.4074277916532566e-6,17
63614,424,3.4669628468477734e-4,11,5.267000285453733e-4,1.4074277916532566e-6,17
8095,57,2.869747143571816e-4,14,1.4481874334213454e-4,1.4074277916532566e-6,17
27537,197,4.08920759184119e-4,7,0.00108572534154327,1.4074277916532566e-6,17
90923,584,7.509092103893013e-4,8,0.001466695149925,1.4074277916532566e-6,17
32931,224,1.0580130779200708e-4,6,3.337509377718619e-4,1.4074277916532566e-6,17
90923,584,7.509092103893013e-4,5,0.0021422332950895,1.4074277916532566e-6,17
61787,414,2.6886934589363896e-4,3,1.561593545756363e-4,1.4074277916532566e-6,17
97991,627,4.346985619957836e-4,15,9.234571032628202e-7,1.4074277916532566e-6,17
90923,584,7.509092103893013e-4,7,0.00188136934492334,1.4074277916532566e-6,17
38719,268,7.25933180494514e-4,9,9.749637928383988e-4,1.4074277916532566e-6,17
27537,197,4.08920759184119e-4,15,4.309466481893161e-6,1.4074277916532566e-6,17
90923,584,7.509092103893013e-4,10,6.221561056620288e-4,1.4074277916532566e-6,17
38719,268,7.25933180494514e-4,18,1.266685012487931e-6,1.4074277916532566e-6,17
38719,268,7.25933180494514e-4,10,0.00101842001198045,1.4074277916532566e-6,17
63614,424,3.4669628468477734e-4,3,3.3212805067075205e-4,1.4074277916532566e-6,17
61787,414,2.6886934589363896e-4,16,6.359718521304292e-5,1.4074277916532566e-6,17
63614,424,3.4669628468477734e-4,18,6.333425062439655e-7,1.4074277916532566e-6,17
97991,627,4.346985619957836e-4,17,6.811838023996679e-5,1.4074277916532566e-6,17
32931,224,1.0580130779200708e-4,16,4.311155343768775e-5,1.4074277916532566e-6,17
97991,627,4.346985619957836e-4,14,1.925492654923512e-5,1.4074277916532566e-6,17
61787,414,2.6886934589363896e-4,18,9.50013759365948e-7,1.4074277916532566e-6,17
