C1,C2,C3,C4,C5,C6,C7,C8,time
-4.835518564479154,-5.127560113035774,-5.167517117534872,-4.238146301137179,-4.248590022828887,-4.027595593268982,-3.4775472786701798,-3.5356148371738496,10
-4.832055452395992,-5.111602373529829,-5.1692370277267585,-4.217523244485076,-4.234779695088409,-4.026227340245328,-3.479370887143938,-3.5361676541048865,11
-4.8286498669222135,-5.096911125992832,-5.17023128936578,-4.198680448906942,-4.222594982803264,-4.02500322239775,-3.481086324066964,-3.536500021249786,12
-4.825301808057817,-5.0834863704247795,-5.170499902451933,-4.181617914402777,-4.212035885973451,-4.023923239726246,-3.482693589439258,-3.5366119386085484,13
-4.822011275802804,-5.071328106825675,-5.170042866985221,-4.166335640972583,-4.203102404598974,-4.022987392230819,-3.48419268326082,-3.5365034061811738,14
-4.818778270157175,-5.060436335195513,-5.168860182965643,-4.1528336286163565,-4.195794538679829,-4.022195679911467,-3.4855836055316507,-3.5361744239676614,15
-4.815602791120929,-5.050811055534293,-5.166951850393199,-4.1411118773341,-4.190112288216017,-4.02154810276819,-3.4868663562517495,-3.5356249919680125,16
-4.8124848386940675,-5.042452267842014,-5.164317869267888,-4.131170387125812,-4.186055653207538,-4.02104466080099,-3.488040935421117,-3.5348551101822263,17
-4.809424412876588,-5.035359972118673,-5.1609582395897124,-4.123009157991494,-4.183624633654393,-4.020685354009864,-3.489107343039753,-3.5338647786103032,18
-4.806421513668493,-5.029534168364267,-5.156872961358672,-4.116628189931146,-4.182819229556577,-4.020470182394815,-3.4900655791076582,-3.532653997252243,19
-4.803476141069782,-5.024974856578799,-5.152062034574764,-4.112027482944766,-4.183639440914094,-4.020399145955842,-3.4909156436248323,-3.5312227661080455,20
-4.801703473086277,-5.025509121688184,-5.141885915198864,-4.10994049300542,-4.18804159978233,-4.0206777746810545,-3.4915365983699345,-3.5293963920541818,21
-4.801723053054542,-5.033263121984603,-5.123767078764786,-4.1107746956537,-4.19711255730317,-4.0214202518971796,-3.4918612554422177,-3.527077823355357,22
-4.802791428970701,-5.045685467517444,-5.10079855463195,-4.114041120240896,-4.2095480921063535,-4.022489557612145,-3.491970240322578,-3.5243835220939252,23
-4.804165148830869,-5.060224768336097,-5.076073372159775,-4.119250796118297,-4.224043982821621,-4.023748671833878,-3.491944178491909,-3.521429950352238,24
-4.8051007606311655,-5.074329634489951,-5.0526845607076805,-4.125914752637194,-4.239296008078717,-4.025060574570302,-3.4918636954311038,-3.5183335702126497,25
-4.8048548123677115,-5.085448676028397,-5.033725149635085,-4.133544019148878,-4.253999946507381,-4.026288245829348,-3.4918094166210576,-3.515210843757512,26
