C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,time
-6.635811117690003,-6.613566610896833,-6.919852443057295,-0.893469893647376,-7,-6.641688385925083,-6.795939417967705,-2.1542423682246103,-6.885267778436073,-1.2679896544665599,10
-6.515853272408677,-6.511576992973419,-6.766147607282196,-1.049382868136998,-6.756186680317007,-6.5003806796411565,-6.59968647000303,-2.2455715551049225,-6.678431771547579,-1.4676593309828478,11
-6.350911235146853,-6.371341268328726,-6.554803458091435,-1.2637632080602281,-6.420943365752892,-6.306082583500757,-6.329838666551604,-2.371149187065351,-6.3940322620758945,-1.742205136192743,12
-6.152231053899656,-6.202420963643071,-6.300229823838926,-1.5219940720586647,-6.017127555027934,-6.072041694968002,-6.004794721485111,-2.522413152835868,-6.051460125666815,-2.072908037922845,13
-5.931058776662209,-6.014377605596777,-6.016836532878588,-1.809458618773905,-5.567596746862417,-5.811505611507012,-5.642953348675243,-2.6908013411464435,-5.6701062379661415,-2.44104900399975,14
-5.69864045142964,-5.816772720870164,-5.719033413564334,-2.1115400068475476,-5.095208439976617,-5.5377219305819025,-5.262713261993687,-2.8677516407270485,-5.269361474619668,-2.8279090022500575,15
-5.466222126197069,-5.619167836143549,-5.421230294250082,-2.413621394921191,-4.622820133090818,-5.2639382496567935,-4.88247317531213,-3.0447019403076534,-4.868616711273195,-3.214769000500365,16
-5.245049848959623,-5.431124478097255,-5.137837003289744,-2.7010859416364315,-4.1732893249253,-5.003402166195802,-4.520631802502261,-3.213090128618229,-4.487262823572518,-3.582909966577271,17
-5.046369667712427,-5.262204173411602,-4.883263369037239,-2.9593168056348675,-3.7694735142003433,-4.769361277663049,-4.19558785743577,-3.3643540943887453,-4.144690687163435,-3.9136128683073723,18
-4.8814276304506015,-5.121968448766907,-4.67191921984648,-3.1736971455580973,-3.434230199636228,-4.575063181522649,-3.925740053984343,-3.4899317263491745,-3.8602911776917437,-4.188158673517267,19
-4.761469785169275,-5.019978830843494,-4.518214384071381,-3.3296101200477195,-3.1904168799532346,-4.433755475238722,-3.7294871060196684,-3.5812609132294866,-3.6534551708032406,-4.387828350033555,20
-4.675720477289814,-4.947733366292782,-4.405775430744464,-3.4435235719352857,-3.0125608745285373,-4.330299823272368,-3.586239755002105,-3.6479443954022,-3.5024664322329535,-4.534243911093869,21
-4.6052626622739945,-4.889763614505881,-4.308112597660655,-3.542178923729752,-2.859090140989493,-4.240241549694783,-3.462458347305259,-3.705607998185656,-3.3719621794928485,-4.66213394947699,22
-4.549130303177547,-4.845181371272638,-4.224461216317478,-3.626369703588821,-2.7287131354316605,-4.162853741385226,-3.35711600417069,-3.754724237728557,-3.260863465894133,-4.77243930232124,23
-4.506357363056207,-4.813098432382899,-4.154056618212462,-3.696889439670196,-2.6201383139505956,-4.097409485222958,-3.2691858468399584,-3.7957656301796083,-3.1680913447480146,-4.866100806764941,24
-4.475977804965706,-4.7926265936265136,-4.096134134843134,-3.754531660131579,-2.5320741326418577,-4.043181868087237,-3.197640996554626,-3.829204691687513,-3.092566869365702,-4.944059299946413,25
-4.457025591961776,-4.782877650793327,-4.049929097707018,-3.800089893130672,-2.4632290476010024,-3.9994439768573233,-3.1414545745562505,-3.8555139384009736,-3.0332110930583998,-5.007255619003974,26
-4.448534687100155,-4.7829633996731875,-4.014676838301645,-3.8343576668251798,-2.412311514923589,-3.9654688984124786,-3.099599702086395,-3.875165886468696,-2.9889450691373187,-5.056630601075951,27
