C1,C2,time
-6.89771072105491,-6.819968248429211,10
-6.741900542255487,-6.633216549776299,11
-6.527661546406282,-6.3764329641285356,12
-6.269600937769739,-6.067125463234631,13
-5.9823259206083055,-5.7228020188433,14
-5.680443699184426,-5.360970602703256,15
-5.378561477760547,-4.9991391865632115,16
-5.091286460599114,-4.654815742171881,17
-4.833225851962572,-4.345508241277977,18
-4.6189868561133665,-4.088724655630213,19
-4.4631766773139425,-3.901972956977301,20
-4.349392739796454,-3.765628566595655,21
-4.250957050071941,-3.647738889049593,22
-4.167063685821174,-3.5473198710196887,23
-4.096906724724925,-3.4633874591865177,24
-4.039680244463969,-3.3949576002306547,25
-3.994578322719076,-3.341046240832672,26
-3.960795037171022,-3.3006693276731456,27
-3.9375244655005757,-3.272842807432649,28
-3.9239606853885123,-3.2565826267917566,29
-3.9192977745156026,-3.2509047324310423,30
-3.9227298105626205,-3.2548250710310818,31
-3.9334508712103378,-3.267359589272447,32
-3.950655034139528,-3.2875242338357156,33
-3.9735363770309626,-3.314334951401458,34
-4.001288977565415,-3.3468076886502516,35
-4.033106913423657,-3.3839583922626693,36
-4.068184262286462,-3.4248030089192856,37
-4.105715101834602,-3.4683574853006744,38
-4.144893509748849,-3.5136377680874102,39
-4.184913563709976,-3.5596598039600678,40
-4.224969341398757,-3.6054395395992205,41
-4.264254920495964,-3.649992921685445,42
-4.301964378682367,-3.692335896899312,43
-4.337291793638743,-3.731484411921398,44
-4.36943124304586,-3.7664544134322773,45
-4.397576804584492,-3.796261848112523,46
-4.420922555935414,-3.819922662642711,47
-4.438662574779396,-3.836452803703414,48
-4.449990938797212,-3.8448682179752076,49
-4.454101725669634,-3.8441848521386657,50
-4.454421425481143,-3.8365665922191843,51
-4.454885806959172,-3.825500652628106,52
-4.455452865748927,-3.8119879726249284,53
-4.45608059749561,-3.7970294914691447,54
-4.456726997844424,-3.7816261484202505,55
-4.4573500624405735,-3.766778882737743,56
-4.457907786929262,-3.753488633681114,57
-4.4583581669556915,-3.742756340509862,58
